id,timestamp,original_score,possible_match,total_correct,total_questions,percentage,total_trained_correct,total_trained_questions,trained_percentage,total_untrained_correct,total_untrained_questions,untrained_percentage,Q1_correct,Q1_answer,Q2_correct,Q2_answer,Q3_correct,Q3_answer,Q4_correct,Q4_answer,Q5_correct,Q5_answer,Q6_correct,Q6_answer,Q7_correct,Q7_answer,Q8_correct,Q8_answer,Q9_correct,Q9_answer,Q10_correct,Q10_answer,Q11_correct,Q11_answer,Q12_correct,Q12_answer,Q13_correct,Q13_answer,Q14_correct,Q14_answer,Q15_correct,Q15_answer,Q16_correct,Q16_answer,Q17_correct,Q17_answer,Q18_correct,Q18_answer,Q19_correct,Q19_answer,Q20_correct,Q20_answer,Q21_correct,Q21_answer,Q22_correct,Q22_answer,Q23_correct,Q23_answer,Q24_correct,Q24_answer,Q25_correct,Q25_answer,Q26_correct,Q26_answer,Q27_correct,Q27_answer,Q28_correct,Q28_answer,Q29_correct,Q29_answer,Q30_correct,Q30_answer
66b3555239c5f303aae52b0e,3/6/2025 9:56:53,7 / 30,,7,30,23.3,4,18,22.22222222222222,3,12,25.0,True,Telescope,True,Delicious,False,Recover,False,Unkind,True,Calm,False,Invent,False,Important,False,Wise,False,Dreamy,False,Conversation,True,Defeat,True,Experiment,False,She enjoys painting scenes of natural landscapes.,False,Our family decided to feast in celebration of Grandma's birthday.,False,The effect of her studying was a higher score on the test.,False,The soccer team faced pressure to win the championship.,False,We must complete our chores before watching TV.,False,He tried to disaster the puzzle but gave up halfway.,False,peaceful,False,invent,False,balance,False,wreckage,True,ripe,False,describe,False,dreamy,False,comfort,False,peaceful,False,impatient,False,howl,True,patient
62f39134b11589020b6cc36c,3/6/2025 9:57:29,14 / 30,,13,30,43.3,7,18,38.88888888888889,6,12,50.0,False,Scent,True,Delicious,False,Repair,True,Successful,True,Calm,True,Explore,True,Hollow,True,Ancient,False,Hearty,True,Habit,False,Communicate,False,Purpose,False,He tried to natural the broken chair with some glue.,False,We plan to feast on turkey and pie for our holiday dinner.,False,The effect of her studying was a higher score on the test.,False,The soccer team faced pressure to win the championship.,False,The teacher told me to complete the garden so the flowers would bloom.,False,He asked me to pass the disaster from the fridge.,False,peaceful,True,improve,False,balance,False,repair,True,ripe,False,relax,False,unusual,True,effort,True,invent,False,steep,True,relax,True,patient
60f853f68f64550081c17689,3/6/2025 10:01:25,14 / 30,,13,30,43.3,7,18,38.88888888888889,6,12,50.0,True,Telescope,True,Delicious,False,Recover,False,Gentle,True,Calm,True,Explore,True,Hollow,False,Ripe,True,Enormous,False,Conversation,True,Defeat,True,Experiment,False,She enjoys painting scenes of natural landscapes.,False,We plan to feast on turkey and pie for our holiday dinner.,False,We could see the effect of the strong wind on the swaying trees.,False,The doctor measured the pressure in my arm with a cuff.,False,The teacher told me to complete the garden so the flowers would bloom.,False,We listened to the disaster humming in the trees.,True,important,False,recover,True,purpose,False,repair,False,speechless,False,relax,False,unusual,True,effort,True,invent,False,steep,True,relax,False,communicate
62eaab54bdd4cf42b82eedb8,3/6/2025 10:15:59,22 / 30,,23,30,76.7,14,18,77.77777777777779,9,12,75.0,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,True,Hollow,True,Ancient,True,Enormous,True,Habit,True,Defeat,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.| She enjoys painting scenes of natural landscapes.",False,We watched the feast shining in the sky.| We plan to feast on turkey and pie for our holiday dinner.,False,The movie's special effects were impressive.| We could see the effect of the strong wind on the swaying trees.| The effect of her studying was a higher score on the test.,False,High water pressure can burst a pipe.| The doctor measured the pressure in my arm with a cuff.,False,"The sandwich was complete with lettuce, tomato, and cheese.| The teacher told me to complete the garden so the flowers would bloom.| He practiced daily to complete the marathon next month.| I spent hours trying to complete this puzzle.",True,"The tornado destroyed the entire town, causing a real disaster.| The earthquake was a major disaster, leaving the city in ruins.",True,important,True,improve,True,purpose,False,repair,True,ripe,True,struggle,True,overgrown,False,opinion,True,invent,True,jealous,True,relax,True,patient
#N/D,3/7/2025 13:49:27,12 / 30,,13,30,43.3,8,18,44.44444444444444,5,12,41.66666666666667,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,False,Peaceful,True,Ancient,False,Struggle,True,Habit,False,Communicate,True,Experiment,False,Volcanoes are natural features of the Earth's surface.,False,He feasts his homework every evening.,False,The movie's special effects were impressive.,False,The soccer team faced pressure to win the championship.,False,He practiced daily to complete the marathon next month.| I spent hours trying to complete this puzzle.,False,We listened to the disaster humming in the trees.,True,important,False,recover,False,imagine,True,recover,False,jealous,False,relax,False,unusual,True,effort,False,tropical,True,jealous,False,howl,False,competition
#N/D,3/7/2025 13:51:11,7 / 30,,8,30,26.7,4,18,22.22222222222222,4,12,33.33333333333333,False,Scent,False,Tropical,True,Guide,False,Unkind,False,Jealous,False,Invent,False,Peaceful,False,Powerful,False,Hearty,True,Habit,True,Defeat,False,Opinion,False,Volcanoes are natural features of the Earth's surface.,False,We watched the feast shining in the sky.,False,The effect of her studying was a higher score on the test.,False,The soccer team faced pressure to win the championship.,False,We placed the complete on the table for everyone to admire.,False,We used a measuring cup to find the disaster of the soup.,False,peaceful,True,improve,False,imagine,False,repair,False,jealous,True,struggle,False,unusual,False,comfort,False,peaceful,True,jealous,True,relax,True,patient
#N/D,3/7/2025 13:53:45,11 / 30,,11,30,36.7,6,18,33.33333333333333,5,12,41.66666666666667,True,Telescope,False,Unusual,False,Improve,False,Speechless,False,Jealous,False,Invent,False,Peaceful,True,Ancient,False,Hearty,True,Habit,True,Defeat,True,Experiment,False,He tried to natural the old bike so it would ride more smoothly.,False,"The new puppy was feast, wagging its tail all day.",False,The effect of her studying was a higher score on the test.,False,She tried to pressure the dishes into the sink.,False,The teacher told me to complete the garden so the flowers would bloom.,False,"The earthquake was a major disaster, leaving the city in ruins.",True,important,False,invent,True,purpose,True,recover,False,speechless,False,relax,False,dreamy,True,effort,True,invent,False,impatient,False,method,True,patient
#N/D,3/7/2025 13:54:13,11 / 30,,10,30,33.3,7,18,38.88888888888889,3,12,25.0,True,Telescope,False,Unusual,False,Repair,True,Successful,True,Calm,False,Invent,True,Hollow,False,Powerful,False,Struggle,False,Voyage,False,Steep,False,Wreckage,False,He tried to natural the broken chair with some glue.,False,"The new puppy was feast, wagging its tail all day.",False,We could see the effect of the strong wind on the swaying trees.,False,High water pressure can burst a pipe.,False,We placed the complete on the table for everyone to admire.,False,He tried to disaster the puzzle but gave up halfway.,True,important,True,improve,True,purpose,False,wreckage,True,ripe,False,relax,True,overgrown,False,comfort,True,invent,False,steep,False,method,False,communicate
#N/D,3/7/2025 13:55:23,8 / 30,,8,30,26.7,8,18,44.44444444444444,0,12,0.0,False,Balance,True,Delicious,False,Recover,False,Gentle,True,Calm,False,Describe,True,Hollow,True,Ancient,False,Struggle,True,Habit,False,Communicate,False,Wreckage,False,He tried to natural the broken chair with some glue.,False,"The new puppy was feast, wagging its tail all day.",False,The effect of her studying was a higher score on the test.,False,The doctor measured the pressure in my arm with a cuff.,False,"The sandwich was complete with lettuce, tomato, and cheese.",False,"The earthquake was a major disaster, leaving the city in ruins.",True,important,True,improve,False,imagine,False,wreckage,False,jealous,True,struggle,False,dreamy,False,comfort,False,peaceful,False,impatient,False,method,False,communicate
#N/D,3/7/2025 13:56:49,11 / 30,,11,30,36.7,8,18,44.44444444444444,3,12,25.0,True,Telescope,False,Patient,True,Guide,True,Successful,True,Calm,False,Relax,True,Hollow,True,Ancient,False,Struggle,True,Habit,False,Comfort,False,Purpose,False,We took all natural of cookies to the bake sale.,False,We watched the feast shining in the sky.,False,We placed the effect on the dinner table for everyone to share.,False,We had to feed the pressure some carrots.,False,We must complete our chores before watching TV.,False,He asked me to pass the disaster from the fridge.,False,peaceful,True,improve,False,balance,False,repair,True,ripe,False,describe,True,overgrown,True,effort,False,peaceful,False,impatient,False,method,False,communicate
#N/D,3/7/2025 13:57:57,9 / 30,,10,30,33.3,5,18,27.77777777777778,5,12,41.66666666666667,False,Scent,False,Patient,False,Recover,False,Speechless,True,Calm,False,Relax,True,Hollow,False,Ripe,False,Struggle,False,Voyage,False,Comfort,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.",False,"The new puppy was feast, wagging its tail all day.",False,"The medicine took effect quickly, relieving my headache.",False,The doctor measured the pressure in my arm with a cuff.,False,The teacher told me to complete the garden so the flowers would bloom.,False,We listened to the disaster humming in the trees.,False,peaceful,False,recover,True,purpose,True,recover,True,ripe,False,describe,False,dreamy,True,effort,False,peaceful,True,jealous,True,relax,True,patient
62fcefc0ceea52178cd893fe,3/7/2025 13:59:21,14 / 30,,15,30,50.0,8,18,44.44444444444444,7,12,58.333333333333336,True,Telescope,False,Unusual,False,Repair,True,Successful,True,Calm,True,Explore,True,Hollow,True,Ancient,False,Dreamy,False,Voyage,True,Defeat,True,Experiment,False,He tried to natural the old bike so it would ride more smoothly.,False,We plan to feast on turkey and pie for our holiday dinner.,False,We could see the effect of the strong wind on the swaying trees.,False,The doctor measured the pressure in my arm with a cuff.,False,We must complete our chores before watching TV.,False,"The earthquake was a major disaster, leaving the city in ruins.",True,important,True,improve,False,imagine,True,recover,False,jealous,True,struggle,True,overgrown,False,opinion,False,tropical,True,jealous,True,relax,False,competition
#N/D,3/7/2025 14:00:47,19 / 30,,20,30,66.7,11,18,61.111111111111114,9,12,75.0,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,True,Hollow,True,Ancient,True,Enormous,False,Effort,True,Defeat,True,Experiment,False,Volcanoes are natural features of the Earth's surface.,False,We plan to feast on turkey and pie for our holiday dinner.,False,The movie's special effects were impressive.,False,High water pressure can burst a pipe.,False,I spent hours trying to complete this puzzle.,False,"The tornado destroyed the entire town, causing a real disaster.",True,important,False,recover,False,imagine,True,recover,True,ripe,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,False,method,True,patient
#N/D,3/7/2025 14:01:21,19 / 30,,20,30,66.7,11,18,61.111111111111114,9,12,75.0,True,Telescope,True,Delicious,True,Guide,False,Speechless,True,Calm,True,Explore,True,Hollow,False,Wise,True,Enormous,False,Effort,True,Defeat,True,Experiment,False,He tried to natural the broken chair with some glue.| He tried to natural the old bike so it would ride more smoothly.,False,"After the big harvest, the farmers would feast together.| We plan to feast on turkey and pie for our holiday dinner.",False,"The medicine took effect quickly, relieving my headache.| He effect the fence with a new coat of paint.| The effect of her studying was a higher score on the test.",False,The soccer team faced pressure to win the championship.| I felt pressure to finish my assignment before the deadline.| High water pressure can burst a pipe.,False,"The teacher told me to complete the garden so the flowers would bloom.| The sandwich was complete with lettuce, tomato, and cheese.| He practiced daily to complete the marathon next month.| I spent hours trying to complete this puzzle.| We must complete our chores before watching TV.",False,"We listened to the disaster humming in the trees.| He asked me to pass the disaster from the fridge.| The tornado destroyed the entire town, causing a real disaster.| The earthquake was a major disaster, leaving the city in ruins.",True,important,False,recover,True,purpose,True,recover,True,ripe,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
#N/D,3/7/2025 14:02:58,15 / 30,,16,30,53.3,10,18,55.55555555555556,6,12,50.0,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,True,Hollow,False,Ripe,False,Struggle,False,Effort,True,Defeat,True,Experiment,False,Volcanoes are natural features of the Earth's surface.,False,Our family decided to feast in celebration of Grandma's birthday.| We watched the feast shining in the sky.,False,The effect of her studying was a higher score on the test.,False,The soccer team faced pressure to win the championship.,False,He practiced daily to complete the marathon next month.,False,"The earthquake was a major disaster, leaving the city in ruins.",True,important,True,improve,False,imagine,True,recover,True,ripe,True,struggle,False,unusual,False,comfort,False,peaceful,True,jealous,True,relax,False,competition
#N/D,3/7/2025 14:06:11,12 / 30,,13,30,43.3,6,18,33.33333333333333,7,12,58.333333333333336,True,Telescope,True,Delicious,False,Recover,True,Successful,True,Calm,True,Explore,False,Peaceful,False,Wise,False,Struggle,False,Conversation,True,Defeat,True,Experiment,False,"He tried to natural the old bike so it would ride more smoothly.| He tried to natural the broken chair with some glue.| Volcanoes are natural features of the Earth's surface.| We took all natural of cookies to the bake sale.| This lotion uses only natural ingredients, like coconut oil.",False,"Our family decided to feast in celebration of Grandma's birthday.| The new puppy was feast, wagging its tail all day.| We watched the feast shining in the sky.| After the big harvest, the farmers would feast together.| We plan to feast on turkey and pie for our holiday dinner.",False,"The effect of her studying was a higher score on the test.| We could see the effect of the strong wind on the swaying trees.| He effect the fence with a new coat of paint.| The medicine took effect quickly, relieving my headache.| We placed the effect on the dinner table for everyone to share.",False,The soccer team faced pressure to win the championship.| The doctor measured the pressure in my arm with a cuff.| We had to feed the pressure some carrots.| She tried to pressure the dishes into the sink.| I felt pressure to finish my assignment before the deadline.| High water pressure can burst a pipe.,False,"The teacher told me to complete the garden so the flowers would bloom.| We must complete our chores before watching TV.| The sandwich was complete with lettuce, tomato, and cheese.| He practiced daily to complete the marathon next month.| I spent hours trying to complete this puzzle.| We placed the complete on the table for everyone to admire.",False,"The earthquake was a major disaster, leaving the city in ruins.| He asked me to pass the disaster from the fridge.| The tornado destroyed the entire town, causing a real disaster.| He tried to disaster the puzzle but gave up halfway.",True,important,False,recover,False,imagine,True,recover,False,jealous,True,struggle,False,dreamy,False,opinion,True,invent,True,jealous,True,relax,False,competition
5f6a17eee1362503f16dceaa,3/10/2025 8:53:11,10 / 30,,11,30,36.7,8,18,44.44444444444444,3,12,25.0,True,Telescope,False,Patient,False,Recover,False,Speechless,True,Calm,False,Describe,True,Hollow,False,Wise,True,Enormous,True,Habit,True,Defeat,True,Experiment,False,"She enjoys painting scenes of natural landscapes.| This lotion uses only natural ingredients, like coconut oil.| He tried to natural the old bike so it would ride more smoothly.| He tried to natural the broken chair with some glue.| Volcanoes are natural features of the Earth's surface.| We took all natural of cookies to the bake sale.",False,"After the big harvest, the farmers would feast together.| He feasts his homework every evening.| We plan to feast on turkey and pie for our holiday dinner.| The new puppy was feast, wagging its tail all day.| We watched the feast shining in the sky.| Our family decided to feast in celebration of Grandma's birthday.",False,"We placed the effect on the dinner table for everyone to share.| He effect the fence with a new coat of paint.| The effect of her studying was a higher score on the test.| We could see the effect of the strong wind on the swaying trees.| The medicine took effect quickly, relieving my headache.| The movie's special effects were impressive.",False,High water pressure can burst a pipe.| We had to feed the pressure some carrots.| She tried to pressure the dishes into the sink.| I felt pressure to finish my assignment before the deadline.| The doctor measured the pressure in my arm with a cuff.| The soccer team faced pressure to win the championship.,False,"The teacher told me to complete the garden so the flowers would bloom.| He practiced daily to complete the marathon next month.| We placed the complete on the table for everyone to admire.| The sandwich was complete with lettuce, tomato, and cheese.| We must complete our chores before watching TV.| I spent hours trying to complete this puzzle.",False,"We used a measuring cup to find the disaster of the soup.| He tried to disaster the puzzle but gave up halfway.| The tornado destroyed the entire town, causing a real disaster.| He asked me to pass the disaster from the fridge.| The earthquake was a major disaster, leaving the city in ruins.| We listened to the disaster humming in the trees.",True,important,False,recover,False,balance,True,recover,False,speechless,True,struggle,False,unusual,False,comfort,False,peaceful,True,jealous,False,method,False,communicate
60f5b0f7b118b00078c89b94,3/10/2025 8:55:12,14 / 30,,15,30,50.0,7,18,38.88888888888889,8,12,66.66666666666666,True,Telescope,True,Delicious,False,Improve,True,Successful,True,Calm,True,Explore,False,Peaceful,False,Wise,False,Dreamy,False,Conversation,True,Defeat,False,Wreckage,False,She enjoys painting scenes of natural landscapes.,False,"After the big harvest, the farmers would feast together.| We plan to feast on turkey and pie for our holiday dinner.",False,We could see the effect of the strong wind on the swaying trees.,False,The soccer team faced pressure to win the championship.,False,"The teacher told me to complete the garden so the flowers would bloom.| He practiced daily to complete the marathon next month.| The sandwich was complete with lettuce, tomato, and cheese.",False,"The tornado destroyed the entire town, causing a real disaster.| He tried to disaster the puzzle but gave up halfway.",True,important,True,improve,False,imagine,False,repair,True,ripe,True,struggle,True,overgrown,True,effort,False,tropical,True,jealous,True,relax,True,patient
#N/D,3/10/2025 10:04:04,18 / 30,,19,30,63.3,10,18,55.55555555555556,9,12,75.0,True,Telescope,True,Delicious,False,Improve,False,Speechless,True,Calm,True,Explore,True,Hollow,False,Wise,True,Enormous,False,Voyage,True,Defeat,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.",False,We plan to feast on turkey and pie for our holiday dinner.,False,The movie's special effects were impressive.,False,The doctor measured the pressure in my arm with a cuff.,False,I spent hours trying to complete this puzzle.,False,"The tornado destroyed the entire town, causing a real disaster.",True,important,True,improve,True,purpose,False,repair,True,ripe,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
65d656e49f5bec117d228407,3/10/2025 13:25:39,8 / 30,,9,30,30.0,4,18,22.22222222222222,5,12,41.66666666666667,True,Telescope,True,Delicious,False,Recover,False,Speechless,False,Stormy,True,Explore,False,Peaceful,False,Wise,False,Hearty,False,Effort,False,Communicate,False,Purpose,False,He tried to natural the broken chair with some glue.,False,Our family decided to feast in celebration of Grandma's birthday.,False,He effect the fence with a new coat of paint.,False,High water pressure can burst a pipe.,False,"The sandwich was complete with lettuce, tomato, and cheese.",False,He tried to disaster the puzzle but gave up halfway.,False,stormy,False,recover,False,balance,True,recover,True,ripe,False,relax,True,overgrown,False,comfort,True,invent,True,jealous,False,howl,True,patient
6398ca5aa0b12303e7d6a6a9,3/10/2025 13:27:48,15 / 30,,14,30,46.7,9,18,50.0,5,12,41.66666666666667,True,Telescope,True,Delicious,True,Guide,False,Speechless,True,Calm,True,Explore,False,Peaceful,True,Ancient,False,Struggle,False,Effort,True,Defeat,True,Experiment,False,Volcanoes are natural features of the Earth's surface.,False,He feasts his homework every evening.,False,We could see the effect of the strong wind on the swaying trees.,False,High water pressure can burst a pipe.,False,I spent hours trying to complete this puzzle.,False,He asked me to pass the disaster from the fridge.,True,important,True,improve,False,balance,True,recover,False,speechless,True,struggle,False,dreamy,True,effort,False,peaceful,False,steep,True,relax,False,competition
6398ca5aa0b12303e7d6a7d8,3/10/2025 13:30:03,8 / 30,,8,30,26.7,5,18,27.77777777777778,3,12,25.0,False,Scent,False,Unusual,False,Improve,False,Gentle,False,Impatient,True,Explore,True,Hollow,False,Powerful,True,Enormous,False,Conversation,False,Communicate,True,Experiment,False,Volcanoes are natural features of the Earth's surface.,False,Our family decided to feast in celebration of Grandma's birthday.,False,We placed the effect on the dinner table for everyone to share.,False,The doctor measured the pressure in my arm with a cuff.,False,The teacher told me to complete the garden so the flowers would bloom.,False,"The tornado destroyed the entire town, causing a real disaster.",False,stormy,True,improve,True,purpose,False,wreckage,False,speechless,True,struggle,True,overgrown,False,comfort,False,peaceful,False,impatient,False,method,False,communicate
6398ca5aa0b12303e7d6a813,3/10/2025 13:30:14,9 / 30,,9,30,30.0,8,18,44.44444444444444,1,12,8.333333333333332,True,Telescope,True,Delicious,False,Improve,False,Gentle,False,Jealous,False,Describe,True,Hollow,False,Wise,False,Struggle,True,Habit,True,Defeat,False,Purpose,False,Volcanoes are natural features of the Earth's surface.,False,We watched the feast shining in the sky.,False,He effect the fence with a new coat of paint.,False,High water pressure can burst a pipe.,False,The teacher told me to complete the garden so the flowers would bloom.,False,We listened to the disaster humming in the trees.,True,important,True,improve,False,balance,True,recover,False,jealous,True,struggle,False,unusual,False,comfort,False,peaceful,False,impatient,False,howl,False,competition
